ARTICLE,ID
Bread,73259
Beer,73259
Tea,73258
Coffee,73211
Sugar,73211
Sugar,73210
Sugar,73199
Coffee,73198
Bread,73196
Bread,73195
Tea,73195
Sugar,73195
Bread,73194
Tea,73193
Sugar,73192
Fruits,73191
Tea,73190
Milk,73189
Tea,73189
Bread,73188
Fruits,73188
Milk,73188
Bread,73187
Bread,73186
Tea,73186
Bread,73114
Bread,73113
Bread,72985
Tea,72985
Coffee,72984
Bread,72982
Tea,72981
Bread,72979
Fruits,72979
Beer,72979
Tea,72978
Tea,72977
Beer,72919
Milk,72918
Milk,72917
Bread,72905
Milk,72905
Tea,72904
Beer,72903
Milk,72903
Sugar,72903
Tea,72902
Tea,72901
Bread,72900
Bread,72899
Milk,72899
Tea,72899
Sugar,72899
Tea,72898
Bread,72897
Tea,72897
Sugar,72896
Fruits,72895
Beer,72895
Milk,72895
Sugar,72895
Bread,72894
Milk,72894
Sugar,72894
Bread,72784
Tea,72781
Tea,72780
Bread,72779
Milk,72778
Sugar,72778
Bread,72698
Tea,72698
Bread,72682
Fruits,72681
Bread,72663
Bread,72662
Tea,72661
Tea,72660
Bread,72659
Coffee,72659
Milk,72658
Tea,72657
Milk,72656
Tea,72655
Tea,72654
Milk,72653
Fruits,72652
Milk,72652
Bread,72651
Fruits,72651
Milk,72651
Bread,72650
Tea,72650
Milk,72649
Milk,72648
Bread,72647
Tea,72646
Milk,72645
Sugar,72644
Bread,72643
Sugar,72642
Tea,72641
Sugar,72640
Tea,72639
Bread,72638
Tea,72638
Tea,72637
Bread,72636
Milk,72635
Sugar,72634
Bread,72633
Tea,72632
Sugar,72632
Milk,72631
Sugar,72630
Beer,72629
Bread,72628
Vegetables,72628
Milk,72627
Sugar,72627
Bread,72626
Milk,72626
Tea,72626
Milk,72625
Sugar,72625
Sugar,72624
Beer,72623
Beer,72526
Milk,72526
Sugar,72526
Bread,72525
Tea,72524
Sugar,72524
Tea,72523
Tea,72522
Coffee,72521
Fruits,72521
Sugar,72521
Fruits,72520
Sugar,72520
Tea,72519
Bread,72518
Fruits,72518
Milk,72517
Bread,72516
Tea,72516
Bread,72515
Milk,72515
Tea,72515
Bread,72514
Milk,72514
Tea,72514
Sugar,72514
Sugar,72513
Tea,72512
Bread,72511
Coffee,72511
Tea,72511
Sugar,72511
Beer,72510
Tea,72509
Tea,72508
Sugar,72507
Coffee,72506
Tea,72505
Bread,72504
Tea,72504
Milk,72503
Tea,72502
Tea,72501
Beer,72500
Fruits,72499
Milk,72498
Tea,72497
Tea,72496
Coffee,72495
Bread,72494
Tea,72494
Milk,72493
Bread,72492
Sugar,72492
Bread,72491
Tea,72490
Tea,72489
Tea,72488
Tea,72487
Tea,72486
Fruits,72485
Coffee,72484
Fruits,72484
Beer,72484
Beer,72483
Milk,72483
Sugar,72483
Bread,72482
Bread,72481
Tea,72481
Sugar,72481
Milk,72480
Tea,72479
Bread,72478
Coffee,72478
Milk,72478
Sugar,72478
Sugar,72477
Fruits,72476
Sugar,72476
Tea,72475
Tea,72474
Tea,72473
Bread,72472
Fruits,72472
Sugar,72472
Milk,72471
Sugar,72471
Tea,72470
Sugar,72470
Fruits,72469
Bread,72468
Tea,72468
Sugar,72468
Tea,72467
Bread,72466
Milk,72466
Tea,72465
Bread,72464
Sugar,72464
Tea,72463
Tea,72462
Bread,72461
Fruits,72460
Sugar,72460
Sugar,72459
Milk,72458
Sugar,72458
Tea,72457
Milk,72456
Fruits,72455
Milk,72454
Tea,72453
Tea,72452
Fruits,72451
Tea,72450
Sugar,72449
Bread,72448
Sugar,72447
Bread,72446
Tea,72445
Tea,72351
Coffee,72350
Coffee,72349
Milk,72346
Bread,72345
Tea,72345
Tea,72342
Tea,72240
Tea,72239
Bread,72232
Bread,72231
Sugar,72230
Coffee,72229
Sugar,72229
Tea,72228
Beer,72227
Milk,72227
Bread,72226
Milk,72225
Milk,72224
Tea,72223
Tea,72222
Bread,72221
Sugar,72220
Bread,72219
Milk,72218
Sugar,72218
Bread,72217
Milk,72216
Tea,72216
Sugar,72216
Tea,72215
Bread,72214
Tea,72213
Beer,72212
Tea,72211
Coffee,72210
Bread,72209
Tea,72208
Fruits,72207
Beer,72207
Coffee,72206
Milk,72206
Bread,72205
Bread,72204
Vegetables,72204
Bread,72203
Tea,72203
Fruits,72202
Sugar,72201
Milk,72200
Tea,72199
Fruits,72198
Beer,72198
Bread,72197
Bread,72196
Tea,72196
Sugar,72196
Tea,72195
Fruits,72194
Tea,72193
Sugar,72192
Beer,72191
Coffee,72190
Tea,72190
Fruits,72189
Beer,72189
Sugar,72189
Milk,72188
Sugar,72188
Bread,72178
Milk,72177
Tea,72177
Tea,72176
Bread,72174
Sugar,72142
Coffee,72121
Bread,72120
Tea,72032
Sugar,72031
Bread,72018
Tea,72001
Milk,71973
Bread,71972
Beer,71935
Milk,71932
Bread,71928
Fruits,71928
Tea,71928
Sugar,71928
Tea,71927
Beer,71926
Tea,71925
Fruits,71924
Tea,71924
Sugar,71924
Beer,71923
Bread,71922
Tea,71921
Bread,71920
Tea,71920
Tea,71919
Sugar,71918
Tea,71917
Tea,71916
Milk,71915
Tea,71915
Bread,71914
Milk,71914
Tea,71914
Sugar,71914
Tea,71913
Bread,71912
Milk,71912
Tea,71912
Sugar,71912
Bread,71911
Milk,71911
Bread,71910
Fruits,71910
Beer,71910
Milk,71910
Sugar,71910
Bread,71909
Bread,71908
Coffee,71908
Tea,71907
Sugar,71906
Bread,71905
Sugar,71905
Milk,71904
Tea,71904
Tea,71903
Sugar,71903
Bread,71902
Tea,71901
Bread,71900
Bread,71899
Fruits,71899
Beer,71899
Milk,71899
Sugar,71899
Beer,71898
Bread,71897
Bread,71896
Bread,71895
Coffee,71895
Fruits,71895
Tea,71895
Sugar,71895
Sugar,71894
Bread,71893
Milk,71892
Milk,71891
Milk,71890
Bread,71889
Coffee,71889
Vegetables,71889
Tea,71888
Tea,71846
Tea,71845
Tea,71844
Tea,71843
Tea,71842
Tea,71841
Tea,71840
Tea,71839
Milk,71799
Coffee,71798
Fruits,71755
Milk,71755
Tea,71754
Beer,71753
Beer,71752
Bread,71751
Fruits,71751
Tea,71750
Milk,71749
Bread,71748
Tea,71748
Bread,71747
Milk,71747
Beer,71746
Tea,71745
Coffee,71744
Tea,71744
Beer,71743
Tea,71742
Milk,71741
Tea,71740
Beer,71739
Bread,71738
Coffee,71738
Bread,71737
Coffee,71737
Coffee,71736
Milk,71736
Bread,71735
Sugar,71735
Fruits,71734
Tea,71734
Tea,71733
Fruits,71732
Tea,71732
Sugar,71732
Beer,71731
Tea,71730
Tea,71729
Tea,71728
Milk,71727
Sugar,71726
Tea,71725
Coffee,71724
Tea,71724
Tea,71627
Bread,71625
Fruits,71625
Tea,71624
Bread,71623
Bread,71619
Coffee,71619
Sugar,71617
Bread,71616
Milk,71616
Bread,71517
Bread,71512
Tea,71512
Bread,71511
Tea,71511
Bread,71510
Tea,71508
Bread,71507
Tea,71507
Bread,71506
Tea,71506
Tea,71505
Bread,71504
Sugar,71504
Fruits,71503
Milk,71503
Sugar,71503
Tea,71502
Milk,71501
Tea,71501
Bread,71500
Vegetables,71500
Bread,71499
Vegetables,71499
Bread,71498
Vegetables,71498
Sugar,71497
Bread,71496
Tea,71496
Coffee,71495
Fruits,71495
Milk,71495
Sugar,71495
Fruits,71494
Milk,71494
Milk,71493
Tea,71492
Tea,71491
Milk,71490
Milk,71489
Bread,71488
Fruits,71488
Milk,71488
Sugar,71488
Tea,71487
Beer,71486
Sugar,71486
Beer,71485
Bread,71482
Milk,71482
Sugar,71482
Beer,71481
Bread,71480
Beer,71480
Tea,71479
Bread,71478
Beer,71478
Sugar,71478
Tea,71477
Bread,71476
Sugar,71476
Bread,71468
Sugar,71466
Bread,71465
Tea,71464
Tea,71454
Bread,71450
Tea,71450
Sugar,71449
Beer,71448
Bread,71447
Bread,71446
Sugar,71446
Bread,71445
Tea,71445
Bread,71439
Tea,71439
Bread,71438
Tea,71438
Sugar,71372
Sugar,71371
Tea,71370
Tea,71367
Tea,71361
Bread,70330
Bread,70329
Bread,70308
Tea,70308
Bread,70299
Coffee,70299
Milk,70299
Tea,70299
Sugar,70299
Beer,70298
Bread,70297
Fruits,70297
Beer,70297
Milk,70297
Sugar,70297
Fruits,70296
Tea,70296
Sugar,70296
Coffee,70295
Tea,70294
Bread,70293
Sugar,70293
Bread,70292
Vegetables,70292
Bread,70291
Tea,70290
Beer,70289
Milk,70289
Sugar,70289
Bread,70288
Beer,70286
Milk,70286
Tea,70285
Milk,70284
Milk,70283
Tea,70283
Milk,70282
Milk,70281
Tea,70280
Milk,70279
Tea,70279
Sugar,70279
Bread,70278
Tea,70278
Bread,70277
Tea,70277
Beer,70276
Tea,70275
Bread,70274
Milk,70274
Fruits,70273
Tea,70272
Tea,70271
Bread,70270
Vegetables,70270
Milk,70269
Tea,70268
Bread,70267
Milk,70267
Tea,70267
Sugar,70267
Milk,70266
Tea,70265
Sugar,70265
Bread,70264
Bread,70263
Bread,70260
Bread,70259
Bread,70255
Bread,70254
Coffee,70096
Tea,70095
Bread,70094
Tea,70094
Tea,70093
Tea,70092
Bread,70091
Bread,70090
Beer,70090
Milk,70090
Tea,70089
Tea,70088
Tea,70087
Bread,70086
Coffee,70086
Sugar,70086
Bread,70085
Tea,70085
Tea,70084
Bread,70083
Tea,70083
Fruits,70082
Tea,70081
Bread,70080
Milk,70080
Tea,70079
Bread,70078
Coffee,70078
Milk,70078
Tea,70077
Tea,70076
Tea,70075
Tea,70074
Fruits,70073
Bread,70072
Tea,70072
Bread,70071
Coffee,70071
Bread,70070
Tea,70070
Fruits,70069
Tea,70068
Milk,70067
Tea,70066
Coffee,70065
Milk,70065
Milk,70064
Sugar,70064
Bread,70063
Milk,70063
Milk,70062
Sugar,70062
Tea,70061
Tea,70060
Tea,70059
Milk,70058
Tea,70058
Milk,70057
Fruits,70056
Tea,70056
Sugar,70055
Tea,70054
Tea,70053
Fruits,70052
Beer,70051
Tea,70050
Tea,70049
Bread,70048
Fruits,70048
Tea,70047
Tea,70046
Tea,70045
Milk,70044
Fruits,70043
Beer,70042
Bread,70041
Fruits,70041
Milk,70041
Vegetables,70041
Tea,70041
Sugar,70041
Milk,70040
Fruits,70039
Milk,70039
Sugar,70039
Bread,70038
Bread,70037
Tea,70036
Tea,70035
Bread,70034
Tea,70034
Bread,70033
Tea,70032
Bread,70031
Vegetables,70031
Sugar,70030
Tea,70029
Milk,70028
Tea,70028
Sugar,70028
Milk,70027
Bread,70026
Milk,70025
Tea,70025
Milk,70024
Tea,70023
Tea,70022
Fruits,70021
Sugar,70020
Sugar,70019
Tea,70018
Bread,70017
Tea,70017
Tea,70016
Bread,70015
Tea,70015
Tea,70014
Bread,70013
Bread,70012
Bread,70011
Bread,70010
Tea,70010
Milk,70009
Tea,70009
Bread,70008
Tea,70008
Tea,70007
Fruits,70006
Tea,70006
Tea,70005
Milk,70004
Tea,70004
Bread,70003
Bread,70002
Bread,70001
Fruits,70001
Tea,70001
Sugar,70001
Milk,70000
Sugar,70000
Beer,69999
Tea,69999
Bread,69998
Milk,69998
Tea,69998
Tea,69997
Bread,69996
Tea,69996
Sugar,69996
Bread,69980
Tea,69980
Sugar,69977
Bread,69976
Sugar,69976
Bread,69974
Fruits,69938
Beer,69922
Coffee,69914
Beer,69914
Bread,69913
Coffee,69754
Sugar,69754
Tea,69753
Milk,69752
Bread,69751
Milk,69751
Tea,69751
Bread,69750
Coffee,69750
Milk,69750
Tea,69750
Bread,69749
Bread,69748
Tea,69748
Sugar,69747
Bread,69746
Bread,69745
Milk,69711
Bread,69710
Bread,69709
Sugar,69708
Milk,69707
Tea,69707
Tea,69647
Milk,69646
Bread,69642
Vegetables,69642
Tea,69621
Bread,69620
Fruits,69620
Milk,69620
Tea,69620
Sugar,69620
Bread,69619
Fruits,69618
Sugar,69617
Milk,69616
Beer,69615
Bread,69614
Milk,69614
Coffee,69613
Milk,69613
Sugar,69613
Bread,69612
Milk,69612
Bread,69611
Tea,69611
Milk,69610
Tea,69609
Fruits,69608
Beer,69608
Tea,69608
Coffee,69607
Beer,69607
Sugar,69607
Tea,69606
Tea,69605
Tea,69604
Tea,69603
Tea,69602
Milk,69601
Bread,69600
Vegetables,69600
Bread,69599
Coffee,69599
Milk,69599
Tea,69599
Sugar,69599
Sugar,69598
Bread,69597
Bread,69596
Bread,69595
Vegetables,69595
Milk,69594
Sugar,69594
Milk,69593
Tea,69592
Bread,69591
Tea,69590
Milk,69589
Tea,69589
Tea,69588
Milk,69587
Sugar,69587
Bread,69586
Beer,69586
Tea,69586
Sugar,69586
Bread,69585
Tea,69585
Tea,69584
Tea,69583
Milk,69582
Milk,69581
Sugar,69581
Milk,69580
Sugar,69580
Bread,69579
Vegetables,69579
Tea,69578
Tea,69577
Bread,69576
Fruits,69575
Sugar,69575
Tea,69574
Coffee,69573
Tea,69573
Beer,69572
Tea,69572
Sugar,69571
Bread,69570
Milk,69570
Bread,69569
Beer,69569
Tea,69569
Bread,69568
Bread,69567
Tea,69567
Sugar,69567
Bread,69566
Coffee,69566
Bread,69565
Bread,69564
Tea,69564
Bread,69563
Tea,69563
Bread,69562
Tea,69562
Bread,69561
Tea,69561
Bread,69560
Bread,69559
Bread,69558
Coffee,69558
Tea,69558
Tea,69557
Bread,69556
Tea,69556
Bread,69555
Coffee,69555
Bread,69554
Coffee,69554
Fruits,69554
Bread,69553
Tea,69553
Bread,69552
Tea,69552
Bread,69551
Tea,69551
Bread,69550
Bread,69549
Tea,69549
Bread,69548
Tea,69548
Bread,69547
Milk,69547
Tea,69547
Tea,69546
Tea,69501
Tea,69500
Tea,69499
Tea,69498
Bread,69494
Tea,69494
Sugar,69494
Coffee,69491
Fruits,69491
Milk,69491
Tea,69491
Sugar,69491
Bread,69489
Tea,69489
Bread,69488
Tea,69488
Bread,69452
Tea,69452
Tea,69369
Tea,69368
Bread,69367
Beer,69366
Milk,69365
Tea,69365
Bread,69364
Tea,69364
Beer,69363
Bread,69362
Milk,69362
Sugar,69362
Tea,69361
Milk,69360
Milk,69359
Sugar,69358
Bread,69357
Milk,69357
Bread,69356
Milk,69356
Bread,69355
Tea,69355
Sugar,69355
Bread,69354
Tea,69354
Sugar,69354
Tea,69353
Milk,69352
Tea,69352
Milk,69351
Tea,69350
Milk,69349
Sugar,69349
Milk,69348
Tea,69347
Tea,69345
Tea,69344
Tea,69343
Bread,69342
Vegetables,69342
Bread,69341
Vegetables,69341
Bread,69340
Coffee,69340
Vegetables,69340
Bread,69339
Coffee,69339
Vegetables,69339
Bread,69338
Vegetables,69338
Bread,69337
Fruits,69336
Beer,69336
Bread,69335
Fruits,69334
Sugar,69334
Beer,69333
Milk,69332
Milk,69331
Tea,69330
Bread,69329
Tea,69329
Beer,69328
Bread,69327
Coffee,69327
Tea,69327
Fruits,69326
Tea,69326
Bread,69325
Milk,69325
Tea,69325
Tea,69324
Tea,69323
Sugar,69322
Bread,69321
Milk,69321
Bread,69320
Tea,69320
Sugar,69320
Tea,69319
Tea,69318
Tea,69317
Sugar,69317
Fruits,69316
Milk,69315
Tea,69314
Bread,69313
Tea,69313
Bread,69312
Tea,69312
Tea,69311
Bread,69211
Vegetables,69211
Sugar,69211
Sugar,69171
Beer,69151
Bread,69143
Milk,69143
Tea,69143
Sugar,69143
Coffee,69120
Sugar,69119
Tea,69118
Milk,69117
Fruits,69116
Coffee,69115
Milk,69114
Tea,69113
Bread,69112
Tea,69111
Tea,69110
Tea,69109
Fruits,69108
Beer,69108
Bread,69107
Bread,69106
Fruits,69106
Tea,69105
Bread,69104
Tea,69103
Bread,69102
Sugar,69102
Milk,69101
Tea,69100
Tea,69099
Tea,69098
Bread,69097
Tea,69096
Bread,69095
Fruits,69095
Milk,69095
Tea,69095
Sugar,69095
Tea,69094
Bread,69093
Milk,69093
Tea,69093
Bread,69092
Coffee,69092
Fruits,69092
Milk,69092
Tea,69092
Sugar,69092
Beer,69091
Milk,69091
Sugar,69090
Bread,69089
Bread,69088
Milk,69088
Tea,69088
Bread,69087
Milk,69087
Sugar,69087
Vegetables,69086
Bread,69085
Bread,69084
Vegetables,69084
Bread,69083
Vegetables,69083
Bread,69082
Vegetables,69082
Bread,69081
Tea,69081
Sugar,69081
Tea,69080
Tea,69079
Tea,69078
Milk,69077
Tea,69076
Beer,69075
Milk,69075
Coffee,69074
Bread,69073
Tea,69073
Sugar,69073
Tea,69072
Milk,69071
Sugar,69071
Bread,69070
Tea,69069
Sugar,69069
Milk,69068
Tea,69067
Bread,69066
Tea,69066
Tea,69065
Sugar,69065
Tea,69064
Bread,69063
Tea,69063
Bread,69062
Milk,69061
Beer,69060
Milk,68922
Coffee,68875
Vegetables,68875
Sugar,68868
Beer,68867
Fruits,68866
Beer,68866
Sugar,68866
Coffee,68865
Coffee,68864
Tea,68863
Tea,68862
Bread,68861
Coffee,68824
Fruits,68824
Sugar,68823
Bread,68822
Vegetables,68822
Bread,68821
Coffee,68821
Bread,68820
Milk,68820
Tea,68820
Bread,68819
Bread,68818
Tea,68817
Bread,68816
Fruits,68816
Tea,68816
Tea,68815
Tea,68814
Tea,68813
Tea,68812
Bread,68811
Tea,68811
Bread,68810
Tea,68809
Milk,68808
Coffee,68807
Bread,68806
Tea,68805
Milk,68804
Sugar,68804
Tea,68803
Bread,68802
Tea,68802
Sugar,68802
Bread,68801
Coffee,68800
Tea,68800
Tea,68799
Tea,68798
Tea,68797
Bread,68796
Tea,68796
Milk,68795
Milk,68794
Sugar,68794
Bread,68793
Tea,68793
Sugar,68793
Tea,68792
Tea,68791
Beer,68790
Tea,68789
Bread,68788
Milk,68787
Bread,68786
Milk,68786
Tea,68786
Sugar,68786
Tea,68785
Beer,68784
Milk,68784
Bread,68783
Fruits,68783
Milk,68783
Sugar,68783
Sugar,68782
Tea,68781
Bread,68780
Vegetables,68779
Sugar,68779
Milk,68778
Bread,68777
Bread,68776
Bread,68775
Milk,68774
Tea,68774
Tea,68773
Tea,68772
Bread,68771
Tea,68771
Milk,68770
Tea,68769
Tea,68768
Tea,68767
Bread,68766
Tea,68765
Bread,68764
Milk,68764
Beer,68763
Tea,68762
Bread,68761
Tea,68760
Tea,68759
Bread,68758
Milk,68758
Tea,68758
Bread,68757
Tea,68757
Tea,68756
Beer,68755
Bread,68754
Fruits,68753
Sugar,68752
Bread,68751
Vegetables,68751
Sugar,68751
Milk,68750
Sugar,68749
Bread,68748
Coffee,68748
Vegetables,68748
Bread,68747
Bread,68746
Bread,68745
Vegetables,68745
Fruits,68744
Fruits,68743
Sugar,68743
Bread,68742
Bread,68741
Tea,68740
Tea,68739
Milk,68738
Tea,68737
Coffee,68736
Milk,68736
Sugar,68736
Sugar,68735
Tea,68734
Bread,68635
Fruits,68635
Tea,68635
Sugar,68635
Milk,68634
Tea,68633
Tea,68632
Bread,68631
Sugar,68631
Bread,68630
Milk,68630
Tea,68580
Fruits,68579
Sugar,68579
Tea,68578
Beer,68577
Bread,68510
Milk,68510
Tea,68510
Sugar,68510
Sugar,68509
Fruits,68508
Sugar,68508
Milk,68430
Coffee,68429
Bread,68428
Coffee,68428
Milk,68428
Fruits,68425
Bread,68424
Tea,68424
Sugar,68424
Coffee,68423
Bread,68359
Tea,68358
Milk,68357
Tea,68357
Sugar,68357
Sugar,68356
Beer,68355
Milk,68355
Sugar,68355
Tea,68354
Coffee,68353
Tea,68353
Sugar,68353
Tea,68352
Tea,68351
Bread,68350
Bread,68349
Tea,68348
Bread,68347
Sugar,68347
Bread,68346
Tea,68346
Bread,68345
Vegetables,68345
Milk,68344
Tea,68343
Sugar,68343
Fruits,68342
Bread,68341
Coffee,68341
Tea,68341
Beer,68340
Milk,68340
Milk,68339
Sugar,68338
Sugar,68337
Tea,68335
Tea,68334
Tea,68333
Bread,68332
Fruits,68331
Bread,68330
Bread,68329
Coffee,68329
Tea,68329
Fruits,68328
Bread,68327
Milk,68327
Tea,68327
Sugar,68327
Bread,68326
Coffee,68326
Bread,68325
Coffee,68325
Tea,68324
Tea,68323
Sugar,68322
Bread,68321
Sugar,68321
Milk,68320
Fruits,68319
Tea,68317
Beer,68316
Tea,68316
Tea,68315
Fruits,68314
Beer,68314
Milk,68314
Milk,68313
Bread,68312
Tea,68312
Tea,68311
Tea,68310
Fruits,68309
Beer,68309
Milk,68309
Tea,68308
Tea,68307
Tea,68306
Milk,68305
Fruits,68304
Beer,68303
Fruits,68302
Milk,68302
Milk,68301
Tea,68300
Tea,68299
Bread,68298
Tea,68298
Tea,68297
Milk,68296
Tea,68296
Sugar,68296
Vegetables,68295
Milk,68294
Tea,68293
Milk,68292
Sugar,68291
Tea,68290
Bread,68289
Tea,68289
Tea,68288
Beer,68287
Bread,68286
Milk,68286
Tea,68286
Milk,68285
Coffee,68284
Tea,68283
Bread,68282
Tea,68281
Sugar,68280
Tea,68279
Tea,68278
Coffee,68277
Fruits,68277
Milk,68277
Sugar,68277
Sugar,68276
Tea,68275
Tea,68274
Tea,68273
Bread,68272
Tea,68271
Tea,68270
Bread,68269
Fruits,68268
Tea,68267
Bread,68266
Fruits,68266
Sugar,68266
Tea,68265
Tea,68264
Bread,68263
Bread,68262
Coffee,68262
Milk,68262
Tea,68262
Sugar,68262
Tea,68261
Bread,68260
Coffee,68260
Fruits,68260
Fruits,68259
Milk,68259
Tea,68258
Tea,68257
Sugar,68256
Bread,68255
Sugar,68255
Milk,68253
Tea,68253
Tea,68252
Coffee,68251
Milk,68251
Tea,68250
Milk,68249
Tea,68248
Milk,68247
Beer,68246
Milk,68245
Tea,68244
Bread,68243
Sugar,68243
Tea,68242
Milk,68241
Tea,68240
Bread,68239
Bread,68238
Fruits,68238
Beer,68238
Bread,68237
Bread,68236
Tea,68236
Bread,68235
Tea,68234
Milk,68233
Sugar,68233
Milk,68232
Sugar,68232
Milk,68231
Sugar,68231
Tea,68230
Tea,68229
Tea,68228
Tea,68227
Bread,68226
Tea,68226
Milk,68225
Sugar,68225
Bread,68224
Tea,68223
Tea,68222
Tea,68221
Milk,68220
TRAITEMENT SOL,68219
Milk,68218
Tea,68218
Sugar,68218
Bread,68217
Milk,68217
Fruits,68216
Sugar,68216
Milk,68215
Tea,68214
Milk,68213
Tea,68213
Tea,68212
Sugar,68211
Fruits,68210
Fruits,68209
Bread,68208
Bread,68207
Coffee,68207
Tea,68206
Milk,68205
Bread,68204
Tea,68203
Coffee,68202
Fruits,68202
Beer,68202
Milk,68202
Tea,68202
Bread,68201
Tea,68200
Beer,68199
Tea,68199
Milk,68198
Milk,68197
Sugar,68197
Sugar,68196
Milk,68195
Sugar,68194
Bread,68193
Tea,68193
Sugar,68193
Tea,68192
Bread,68191
Milk,68190
Sugar,68190
Milk,68189
Sugar,68189
Tea,68188
Bread,68187
Bread,68186
Coffee,68186
Fruits,68185
Sugar,68184
Sugar,68183
Tea,68182
Tea,68181
Tea,68180
Coffee,68179
Fruits,68178
Bread,68162
Bread,68161
Bread,68066
Tea,68066
Bread,68065
Beer,68063
Tea,68063
Tea,68055
Bread,68054
Bread,68053
Tea,68053
Sugar,68053
Milk,68044
Milk,68043
Sugar,68043
Tea,68042
Sugar,68041
Tea,68039
Bread,68038
Fruits,68038
Tea,68038
Tea,68037
Fruits,67972
Sugar,67971
Milk,67970
Milk,67969
Tea,67959
Tea,67958
Fruits,67815
Coffee,67810
Beer,67810
Bread,67794
Bread,67793
Sugar,67793
Bread,67792
Milk,67791
Tea,67790
Beer,67787
Tea,67786
Bread,67767
Beer,67767
Tea,67767
Bread,67751
Tea,67743
Bread,67742
Milk,67742
Tea,67741
Coffee,67740
Tea,67739
Sugar,67738
Bread,67737
Tea,67736
Fruits,67735
Milk,67734
Fruits,67733
Sugar,67550
Bread,67543
Bread,67542
Fruits,67542
Milk,67542
Coffee,67541
Sugar,67541
Tea,67455
Bread,67454
Bread,67453
Vegetables,67453
Bread,67452
Vegetables,67452
Sugar,67452
Bread,67451
Vegetables,67451
Bread,67450
Vegetables,67450
Sugar,67450
Bread,67449
Bread,67322
Sugar,67322
Beer,67321
Sugar,67320
Fruits,67319
Milk,67319
Beer,67318
Milk,67318
Bread,67317
Milk,67316
Coffee,67315
Fruits,67315
Milk,67315
Sugar,67315
Tea,67314
Bread,67313
Bread,67312
Bread,67311
Coffee,67311
Tea,67311
Milk,67310
Tea,67310
Milk,67309
Bread,67308
Vegetables,67308
Tea,67307
Milk,67306
Tea,67306
Beer,67305
Milk,67305
Sugar,67305
Beer,67304
Bread,67303
Fruits,67303
Tea,67303
Bread,67302
Coffee,67302
Tea,67302
Tea,67301
Fruits,67300
Milk,67300
Sugar,67300
Beer,67299
Milk,67299
Tea,67298
Beer,67297
Sugar,67297
Bread,67296
Tea,67296
Bread,67295
Vegetables,67295
Sugar,67295
Bread,67294
Vegetables,67294
Sugar,67294
Bread,67293
Sugar,67293
Bread,67292
Coffee,67292
Tea,67291
Fruits,67290
Fruits,67289
Sugar,67289
Milk,67288
Bread,67287
Tea,67286
Milk,67285
Tea,67284
Milk,67283
Beer,67282
Beer,67281
Milk,67281
Fruits,67280
Sugar,67280
Tea,67279
Bread,67278
Sugar,67278
Bread,67277
Sugar,67277
Beer,67276
Bread,67275
Tea,67275
Bread,67274
Milk,67274
Tea,67274
Sugar,67274
Tea,67273
Bread,67272
Tea,67272
Milk,67271
Milk,67270
Sugar,67270
Milk,67269
Bread,67268
Coffee,67268
Milk,67268
Tea,67268
Tea,67267
Tea,67266
Milk,67265
Milk,67264
Sugar,67264
Tea,67263
Milk,67262
Fruits,67261
Bread,67260
Milk,67260
Tea,67260
Bread,67259
Milk,67259
Tea,67259
Sugar,67259
Milk,67258
Sugar,67258
Tea,67257
Bread,67256
Tea,67256
Tea,67255
Sugar,67254
Bread,67253
Milk,67253
Bread,67252
Tea,67252
Fruits,67251
Milk,67251
Tea,67251
Fruits,67250
Tea,67249
Coffee,67248
Tea,67247
Tea,67246
Bread,67245
Coffee,67245
Milk,67245
Tea,67244
Beer,67243
Tea,67242
Bread,67241
Coffee,67241
Milk,67241
Tea,67241
Bread,67240
Milk,67240
Tea,67240
Sugar,67240
Bread,67239
Sugar,67239
Bread,67238
Sugar,67238
Bread,67237
Sugar,67237
Bread,67236
Coffee,67235
Fruits,67235
Bread,67234
Tea,67234
Bread,67233
Tea,67233
Coffee,67232
Tea,67232
Coffee,67231
Tea,67231
Sugar,67231
Sugar,67230
Bread,67229
Bread,67228
Tea,67228
Bread,67227
Beer,67226
Tea,67225
Sugar,67225
Tea,67224
Sugar,67223
Sugar,67222
Fruits,67221
Tea,67220
Bread,67219
Coffee,67218
Milk,67218
Milk,67217
Tea,67217
Sugar,67217
Bread,67216
Tea,67215
Milk,67214
Bread,67213
Milk,67212
Tea,67212
Fruits,67211
Milk,67211
Sugar,67211
Coffee,67210
Sugar,67210
Milk,67209
Bread,67208
Bread,67207
Milk,67207
Tea,67207
Sugar,67207
Bread,67206
Coffee,67206
Tea,67205
Bread,67204
Milk,67204
Tea,67204
Sugar,67204
Bread,67203
Milk,67203
Sugar,67203
Tea,67202
Coffee,67201
Tea,67200
Bread,67199
Coffee,67199
Tea,67199
Milk,67198
Bread,67197
Beer,67197
Sugar,67197
Bread,67196
Tea,67195
Bread,67194
Vegetables,67194
Tea,67193
Milk,67192
Bread,67191
Coffee,67191
Bread,67190
Coffee,67190
Tea,67189
Bread,67188
Coffee,67188
Tea,67188
Sugar,67188
Tea,67187
Bread,67186
Milk,67186
Sugar,67186
Bread,67185
Vegetables,67185
Bread,67184
Vegetables,67184
Milk,67183
Fruits,67182
Tea,67182
Bread,67181
Vegetables,67181
Milk,67180
Tea,67179
Bread,67178
Tea,67178
Bread,67177
Tea,67177
Tea,67176
Tea,67175
Tea,67174
Tea,67172
